6.737e-12	6.8807e-23	6.2035
4.786e-12	3.475e-23	6.2035
1.4763e-11	3.0314e-22	6.2035
2.2036e-11	7.7905e-22	6.2035
1.9994e-11	5.4536e-22	6.2035
2.881e-11	1.1356e-21	6.2035
1.0175e-11	1.42e-22	6.2035
3.0742e-11	1.2113e-21	6.2035
1.8965e-11	5.5008e-22	6.2035
1.6118e-11	3.9314e-22	6.2035
1.7526e-11	4.4682e-22	6.2035
1.0477e-10	1.8698e-20	6.2035
7.3582e-12	8.4501e-23	6.2035
5.4838e-11	3.7303e-21	6.2035
1.2972e-11	2.6709e-22	6.2035
7.4103e-12	7.0789e-23	6.2035
1.3464e-11	2.5476e-22	6.2035
4.0142e-12	2.7632e-23	6.2035
7.5403e-12	7.5205e-23	6.2035
1.3196e-11	2.8536e-22	6.2035
1.2147e-11	2.2256e-22	6.2035
4.8745e-11	2.8668e-21	6.2035
3.1267e-12	1.5347e-23	6.2035
5.5068e-11	4.037e-21	6.2035
1.4407e-11	3.3007e-22	6.2035
3.7083e-11	1.8775e-21	6.2035
7.1089e-11	8.7263e-21	6.2035
1.5673e-11	4.1973e-22	6.2035
5.4407e-12	4.345e-23	6.2035
3.2585e-11	1.1848e-21	6.2035
1.9991e-12	6.278e-24	6.2035
