0.071027	0.0055883	0.074755
0.070633	0.0055207	0.074301
0.070655	0.0055304	0.074367
0.070684	0.0055353	0.074399
0.070905	0.0055605	0.074569
0.072624	0.0058701	0.076617
0.070556	0.0055164	0.074272
0.070882	0.0055567	0.074543
0.070725	0.0055466	0.074475
0.070833	0.0055405	0.074434
0.071034	0.0055755	0.074669
0.07052	0.0055001	0.074163
0.070609	0.0055205	0.0743
0.070446	0.0055133	0.074251
0.070525	0.0055174	0.074279
0.070635	0.0055239	0.074323
0.070691	0.0055395	0.074428
0.07061	0.0055262	0.074339
0.070743	0.0055432	0.074453
0.070987	0.0055882	0.074754
0.070529	0.0055107	0.074234
0.070782	0.0055553	0.074534
0.070637	0.0055291	0.074358
0.070842	0.0055619	0.074578
0.070662	0.0055471	0.074479
0.070938	0.005573	0.074652
0.07059	0.0055321	0.074378
0.071056	0.0056077	0.074884
0.070728	0.0055355	0.074401
0.070611	0.0055133	0.074252
0.070712	0.0055611	0.074573
0.070845	0.0055609	0.074572
0.070761	0.0055221	0.074311
0.07069	0.0055434	0.074454
0.070658	0.0055365	0.074407
0.070849	0.0055614	0.074575
0.070995	0.0055821	0.074713
0.070793	0.0055447	0.074463
0.070975	0.0055824	0.074715
0.070669	0.0055496	0.074496
0.070472	0.0055057	0.074201
0.070797	0.00556	0.074565
0.070685	0.0055359	0.074404
0.070626	0.0055231	0.074318
0.070519	0.0055107	0.074234
0.070769	0.0055402	0.074433
0.070629	0.0055318	0.074376
0.070556	0.005498	0.074148
0.070539	0.0055364	0.074407
0.070377	0.0054924	0.074111
0.070636	0.0055321	0.074378
0.070646	0.0055249	0.07433
0.070617	0.00554	0.074431
0.071098	0.0055931	0.074787
0.070689	0.0055512	0.074507
0.07077	0.0055615	0.074575
0.070751	0.0055433	0.074454
0.070721	0.0055394	0.074427
0.070625	0.0055297	0.074362
0.070434	0.0054963	0.074137
0.070507	0.0054982	0.07415
0.070699	0.0055426	0.074449
0.070808	0.0055598	0.074564
0.070835	0.0055749	0.074665
0.071	0.0055937	0.074791
0.070681	0.005536	0.074404
0.070679	0.0055369	0.07441
0.070573	0.0055407	0.074436
0.070798	0.005542	0.074445
0.070858	0.0055468	0.074477
0.070875	0.0055701	0.074633
0.070958	0.0055885	0.074756
0.070512	0.005521	0.074303
0.070869	0.005567	0.074612
0.070888	0.0055674	0.074615
0.07074	0.0055411	0.074438
0.071105	0.0055888	0.074758
0.070593	0.0055392	0.074426
0.070488	0.0055148	0.074262
0.071524	0.0056768	0.075345
0.070745	0.0055344	0.074393
0.070541	0.0055012	0.07417
0.070584	0.0055214	0.074306
0.070657	0.005535	0.074398
0.070629	0.0055181	0.074284
0.070861	0.0055765	0.074676
0.070843	0.0055465	0.074475
0.070535	0.0055252	0.074332
0.070875	0.0055642	0.074594
