0.64191	0.54582	0.7388
0.66005	0.5502	0.74175
0.61959	0.48404	0.69573
0.74823	0.73633	0.85809
0.72801	0.70807	0.84147
0.67321	0.60821	0.77988
0.74591	0.74436	0.86276
0.74424	0.73415	0.85682
0.63521	0.50943	0.71375
0.63049	0.51127	0.71503
0.67465	0.58288	0.76347
0.67115	0.63542	0.79713
0.6268	0.51902	0.72043
0.63981	0.51773	0.71953
0.71487	0.66555	0.81581
0.71212	0.68958	0.83041
0.64882	0.53061	0.72843
0.67441	0.58287	0.76346
0.65141	0.53468	0.73122
0.73651	0.68785	0.82937
0.66077	0.56133	0.74922
0.61045	0.47262	0.68748
0.62252	0.51457	0.71733
