5.0908	38.484	6.2035
3.7994	23.18	4.8145
3.8849	24.541	4.9539
3.9453	24.687	4.9686
3.552	19.391	4.4035
4.6178	33.61	5.7974
3.3966	20.244	4.4994
3.9928	25.025	5.0025
4.0185	25.978	5.0968
4.2265	28.322	5.3218
3.288	18.397	4.2891
3.9299	25.832	5.0825
3.743	22.422	4.7352
3.5942	20.486	4.5261
3.9215	25.551	5.0548
4.1405	29.45	5.4267
4.4366	31.511	5.6135
4.4926	33.978	5.8291
4.2998	28.25	5.3151
3.6543	20.248	4.4998
3.5815	21.203	4.6047
4.2367	30.067	5.4833
4.3865	30.376	5.5115
3.9372	27.139	5.2095
4.1362	26.785	5.1755
3.8999	24.915	4.9915
3.5975	23.663	4.8645
4.2911	31.443	5.6074
5.0362	41.684	6.4563
3.5406	19.473	4.4129
3.365	19.237	4.386
