3.4417e-16	2.1262e-31	0.12208
3.1197e-15	1.066e-29	0.12208
4.0856e-15	3.5563e-29	0.12208
8.1046e-16	8.5111e-31	0.12208
3.3307e-16	1.5038e-31	0.12208
2.2871e-15	9.0251e-30	0.12208
1.9051e-14	4.7356e-28	0.12208
1.45e-14	2.7375e-28	0.12208
7.8049e-15	1.1531e-28	0.12208
3.2766e-13	1.2591e-25	0.12208
4.1078e-16	2.422e-31	0.12208
5.6621e-16	4.7147e-31	0.12208
5.651e-15	4.9581e-29	0.12208
4.3299e-16	2.4467e-31	0.12208
1.6176e-14	3.9363e-28	0.12208
1.41e-15	2.1872e-30	0.12208
5.4623e-15	3.7083e-29	0.12208
5.1237e-14	4.0003e-27	0.12208
9.7478e-15	1.0915e-28	0.12208
4.3077e-15	2.1207e-29	0.12208
1.521e-15	4.4281e-30	0.12208
4.2188e-16	1.8489e-31	0.12208
2.7089e-15	1.2804e-29	0.12208
1.3878e-15	3.0575e-30	0.12208
3.1248e-13	1.7538e-25	0.12208
2.9421e-15	1.1957e-29	0.12208
2.3204e-15	6.9993e-30	0.12208
2.4647e-15	8.7798e-30	0.12208
0	0	0.12208
3.8858e-16	1.9537e-31	0.12208
7.0721e-15	8.2999e-29	0.12208
2.2871e-15	5.9054e-30	0.12208
2.367e-14	1.071e-27	0.12208
5.0959e-14	3.25e-27	0.12208
1.6542e-15	5.3821e-30	0.12208
6.5623e-13	6.4082e-25	0.12208
8.4333e-14	1.5054e-26	0.12208
2.9454e-14	1.3705e-27	0.12208
1.5099e-15	3.5449e-30	0.12208
1.0214e-15	1.1771e-30	0.12208
6.8834e-16	5.2016e-31	0.12208
2.5535e-16	6.9642e-32	0.12208
2.8866e-16	1.0477e-31	0.12208
4.2188e-16	2.0338e-31	0.12208
2.387e-15	6.9352e-30	0.12208
3.213e-14	1.6523e-27	0.12208
3.6134e-13	1.8102e-25	0.12208
7.7272e-15	8.9324e-29	0.12208
1.843e-15	5.7365e-30	0.12208
1.954e-15	7.4005e-30	0.12208
1.3323e-16	2.4652e-32	0.12208
7.9936e-16	7.6914e-31	0.12208
1.3323e-16	3.328e-32	0.12208
6.2172e-16	4.7825e-31	0.12208
3.5527e-15	1.7414e-29	0.12208
4.7184e-15	3.1915e-29	0.12208
3.0695e-13	1.3104e-25	0.12208
4.4409e-16	2.6131e-31	0.12208
2.5768e-14	7.2092e-28	0.12208
4.4187e-15	2.9989e-29	0.12208
2.8977e-15	1.1757e-29	0.12208
1.8856e-12	4.0594e-24	0.12208
5.8065e-15	3.8792e-29	0.12208
1.1102e-15	1.542e-30	0.12208
2.3759e-15	6.9592e-30	0.12208
5.318e-15	4.3383e-29	0.12208
1.6986e-15	3.7933e-30	0.12208
4.3721e-14	2.8406e-27	0.12208
5.318e-15	4.3757e-29	0.12208
4.996e-16	3.4328e-31	0.12208
1.3865e-12	1.9745e-24	0.12208
3.6637e-16	2.0523e-31	0.12208
4.2188e-15	3.2013e-29	0.12208
4.11e-14	2.3096e-27	0.12208
5.7176e-15	5.1725e-29	0.12208
2.6645e-16	9.2445e-32	0.12208
1.1879e-15	2.308e-30	0.12208
4.2744e-15	2.4926e-29	0.12208
1.2379e-14	2.6381e-28	0.12208
1.954e-15	4.7566e-30	0.12208
1.7986e-15	7.9256e-30	0.12208
1.7986e-15	3.4525e-30	0.12208
3.0642e-15	1.1839e-29	0.12208
3.1308e-15	1.1351e-29	0.12208
1.6694e-13	3.0492e-26	0.12208
2.4247e-14	1.4542e-27	0.12208
1.3545e-15	2.8769e-30	0.12208
1.2579e-14	2.6405e-28	0.12208
1.7086e-14	3.5621e-28	0.12208
6.7724e-16	5.9103e-31	0.12208
4.4409e-16	2.5638e-31	0.12208
9.0594e-15	1.1113e-28	0.12208
2.9532e-14	1.1416e-27	0.12208
3.0413e-13	9.5332e-26	0.12208
1.1768e-15	1.7774e-30	0.12208
2.276e-15	7.0215e-30	0.12208
1.0658e-15	2.0868e-30	0.12208
0	0	0.12208
6.8057e-15	5.0462e-29	0.12208
1.299e-15	2.8627e-30	0.12208
4.2077e-15	2.2611e-29	0.12208
1.0689e-11	1.2542e-22	0.12208
4.0856e-15	1.9671e-29	0.12208
7.5495e-16	1.0206e-30	0.12208
2.0539e-15	6.2992e-30	0.12208
